Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
NA18612_haplotype1_hprc_rel2_verkko2_supp	GCA_056751925.1		Homo sapiens					NA18612	male		Chromosome	2026-04-16	JBVUSY01	60
HG01890_haplotype1_hprc-hgsvc_rel2_verkko2_supp	GCA_057056715.1		Homo sapiens					HG01890	male		Chromosome	2026-04-29	JBWQHB01	112
HG01081_haplotype2_hprc_rel2_verkko2_supp	GCA_056667895.1		Homo sapiens					HG01081	female		Chromosome	2026-04-10	JBVTWI01	28
HG02984_haplotype2_hprc_rel2_verkko2_supp	GCA_056717015.1		Homo sapiens					HG02984	male		Chromosome	2026-04-14	JBVUFZ01	40
HG02622_haplotype2_hprc_rel2_verkko2_supp	GCA_056716655.1		Homo sapiens					HG02622	female		Chromosome	2026-04-14	JBVUFH01	59
HG03874_haplotype2_hprc_rel2_verkko2_supp	GCA_056738535.1		Homo sapiens					HG03874	female		Chromosome	2026-04-15	JBVUHT01	55
HG03874_hap1_hprc_f2	GCA_042076925.1		Homo sapiens					HG03874	female		Chromosome	2024-09-20	JBHIIS01	70
NA19391_haplotype1_hprc_rel2_verkko2_supp	GCA_056738385.1		Homo sapiens					NA19391	female		Chromosome	2026-04-15	JBVUHM01	57
HG03874_hap2_hprc_f2	GCA_042076685.2		Homo sapiens					HG03874	female		Chromosome	2024-09-20	JBHIIT01	67
NA19776_haplotype1_hprc_rel2_verkko2_supp	GCA_056740115.1		Homo sapiens					NA19776	female		Chromosome	2026-04-15	JBVUKM01	44
HG02615_haplotype2_hprc_rel2_verkko2_supp	GCA_056716355.1		Homo sapiens					HG02615	female		Chromosome	2026-04-14	JBVUEP01	74
NA20805_haplotype2_hprc_rel2_verkko2_supp	GCA_056738315.1		Homo sapiens					NA20805	male		Chromosome	2026-04-15	JBVUHJ01	36
HG02615_haplotype1_hprc_rel2_verkko2_supp	GCA_056716365.1		Homo sapiens					HG02615	female		Chromosome	2026-04-14	JBVUEO01	45
HG00321_hap1_hprc_f2	GCA_042077015.1		Homo sapiens					HG00321	male		Chromosome	2024-09-20	JBHIIY01	112
HG04160_haplotype2_hprc_rel2_verkko2_supp	GCA_056738785.1		Homo sapiens					HG04160	male		Chromosome	2026-04-15	JBVUID01	46
NA18505_haplotype2_hprc_rel2_verkko2_supp	GCA_056739385.1		Homo sapiens					NA18505	female		Chromosome	2026-04-15	JBVUJF01	35
NA20282_haplotype1_hprc_rel2_verkko2_supp	GCA_056748565.1		Homo sapiens					NA20282	female		Chromosome	2026-04-16	JBVULA01	36
HG00140_haplotype1_hprc_rel2_verkko2_supp	GCA_056669385.1		Homo sapiens					HG00140	male		Chromosome	2026-04-10	JBVTYZ01	37
HG01175_haplotype1_hprc_rel2_verkko2_supp	GCA_056667615.1		Homo sapiens					HG01175	female		Chromosome	2026-04-10	JBVTVT01	59
HG01099_haplotype1_hprc_rel2_verkko2_supp	GCA_056667855.1		Homo sapiens					HG01099	male		Chromosome	2026-04-10	JBVTWF01	43
HG01981_mat_hprc_f2	GCA_042027065.2		Homo sapiens					HG01981	female		Chromosome	2024-09-19	JBHDRW01	76
NA21106_haplotype1_hprc_rel2_verkko2_supp	GCA_056748645.1		Homo sapiens					NA21106	female		Chromosome	2026-04-16	JBVULE01	40
NA20850_haplotype2_hprc_rel2_verkko2_supp	GCA_056748825.1		Homo sapiens					NA20850	male		Chromosome	2026-04-16	JBVULN01	38
HG00290_hap2_hprc_f2	GCA_042077735.2		Homo sapiens					HG00290	male		Chromosome	2024-09-20	JBHIKL01	56
HG00099_haplotype1_hprc_rel2_verkko2_supp	GCA_056669545.1		Homo sapiens					HG00099	female		Chromosome	2026-04-10	JBVTZH01	55
NA19391_haplotype2_hprc_rel2_verkko2_supp	GCA_056738395.1		Homo sapiens					NA19391	female		Chromosome	2026-04-15	JBVUHN01	50
HG01890_hap2	GCA_056691055.1		Homo sapiens					HG01890	male		Chromosome	2026-04-13	DBNCRK01	113
HG01081_haplotype1_hprc_rel2_verkko2_supp	GCA_056667875.1		Homo sapiens					HG01081	female		Chromosome	2026-04-10	JBVTWH01	42
HG03009_hap2	GCA_056690555.1		Homo sapiens					HG03009	male		Chromosome	2026-04-13	DBNCQK01	38
NA20870_haplotype1_hprc_rel2_verkko2_supp	GCA_056748755.1		Homo sapiens					NA20870	male		Chromosome	2026-04-16	JBVULK01	35
ASM4633218v1	GCA_046332185.1		Homo sapiens					NA18960	male		Chromosome	2024-12-27	JBKABY01	56
NA19650_pat_hprc-hgsvc_rel2_verkko2_supp	GCA_057055935.1		Homo sapiens					NA19650	male		Chromosome	2026-04-29	JBWQFP01	58
NA19705_haplotype1_hprc-hgsvc_rel2_verkko2_supp	GCA_057055925.1		Homo sapiens					NA19705	male		Chromosome	2026-04-29	JBWQFN01	41
HG00321_haplotype2_hprc_rel2_verkko2_supp	GCA_056668915.1		Homo sapiens					HG00321	male		Chromosome	2026-04-10	JBVTYG01	54
HG03521_haplotype1_hprc_rel2_verkko2_supp	GCA_056717375.1		Homo sapiens					HG03521	male		Chromosome	2026-04-14	JBVUGQ01	56
HG00344_haplotype1_hprc_rel2_verkko2_supp	GCA_056668805.1		Homo sapiens					HG00344	female		Chromosome	2026-04-10	JBVTXZ01	35
HG01952_haplotype2_hprc_rel2_verkko2_supp	GCA_056697915.1		Homo sapiens					HG01952	male		Chromosome	2026-04-13	JBVUDF01	50
HG04184_mat_hprc_f2	GCA_042027765.2		Homo sapiens					HG04184	female		Chromosome	2024-09-19	JBHDSI01	95
NA20850_hap2_hprc_f2	GCA_044165565.2		Homo sapiens					NA20850	male		Chromosome	2024-10-31	JBIRDW01	78
NA18747_haplotype2_hprc_rel2_verkko2_supp	GCA_056739505.1		Homo sapiens					NA18747	male		Chromosome	2026-04-15	JBVUJN01	25
HG005_pat_hprc_rel2_verkko2_supp	GCA_056668595.1		Homo sapiens					NA24631	male		Chromosome	2026-04-10	JBVTXP01	44
HG01505_pat_hprc-hgsvc_rel2_verkko2_supp	GCA_057056775.1		Homo sapiens					HG01505	male		Chromosome	2026-04-29	JBWQHF01	81
HG01786_haplotype2_hprc_rel2_verkko2_supp	GCA_056698215.1		Homo sapiens					HG01786	female		Chromosome	2026-04-13	JBVUDT01	37
HG00621_mat_hprc_rel2_verkko2_supp	GCA_056668415.1		Homo sapiens					HG00621	male		Chromosome	2026-04-10	JBVTXG01	50
HG00146_haplotype1_hprc_rel2_verkko2_supp	GCA_056669345.1		Homo sapiens					HG00146	female		Chromosome	2026-04-10	JBVTYX01	42
HG02602_mat_hprc_f2	GCA_046000055.2		Homo sapiens					HG02602	male		Chromosome	2024-12-11	JBJUVL01	62
NA19239_haplotype2_hprc-hgsvc_rel2_verkko2_supp	GCA_057056135.1		Homo sapiens					NA19239	male		Chromosome	2026-04-29	JBWQGA01	41
NA19239_hap1	GCA_056689625.1		Homo sapiens					NA19239	male		Chromosome	2026-04-13	DBNCOZ01	771
HG00438_pat_hprc_f2	GCA_018472595.2		Homo sapiens					HG00438	female		Chromosome	2024-09-20	JAHBCB02	75
HG01891_haplotype2_hprc_rel2_verkko2_supp	GCA_056698115.1		Homo sapiens					HG01891	female		Chromosome	2026-04-13	JBVUDP01	86
NA19036_hap1_hprc_f2	GCA_042077495.1		Homo sapiens					NA19036	female		Chromosome	2024-09-20	JBHIJM01	71
NA18522_hap2_hprc_f2	GCA_042030975.2		Homo sapiens					NA18522	male		Chromosome	2024-09-19	JBHDWD01	77
NA18570_haplotype2_hprc_rel2_verkko2_supp	GCA_056738455.1		Homo sapiens					NA18570	female		Chromosome	2026-04-15	JBVUHP01	98
HG01890_hap1	GCA_056691075.1		Homo sapiens					HG01890	male		Chromosome	2026-04-13	DBNCRJ01	655
HG02178_haplotype2_hprc_rel2_verkko2_supp	GCA_056696355.1		Homo sapiens					HG02178	female		Chromosome	2026-04-13	JBVUAS01	36
HG02391_haplotype2_hprc_rel2_verkko2_supp	GCA_056697605.1		Homo sapiens					HG02391	male		Chromosome	2026-04-13	JBVUCC01	45
NA19384_haplotype2_hprc-hgsvc_rel2_verkko2_supp	GCA_057055985.1		Homo sapiens					NA19384	male		Chromosome	2026-04-29	JBWQFS01	43
HG00320_haplotype1_hprc_rel2_verkko2_supp	GCA_056668985.1		Homo sapiens					HG00320	female		Chromosome	2026-04-10	JBVTYH01	25
HG01255_haplotype1_hprc_rel2_verkko2_supp	GCA_056700655.1		Homo sapiens					HG01255	male		Chromosome	2026-04-13	JBVUEM01	67
ASM4633223v1	GCA_046332235.1		Homo sapiens					NA18959	male		Chromosome	2024-12-27	JBKACB01	70
HG03270_hap2_hprc_f2	GCA_042077465.2		Homo sapiens					HG03270	female		Chromosome	2024-09-20	JBHIKD01	77
HG01258_pat_hprc_rel2_verkko2_supp	GCA_056700125.1		Homo sapiens					HG01258	male		Chromosome	2026-04-13	JBVUEK01	59
HG02922_hap1_hprc_f2	GCA_042031165.1		Homo sapiens					HG02922	female		Chromosome	2024-09-19	JBHDVO01	96
HG01928_pat_hprc_f2	GCA_018472705.2		Homo sapiens					HG01928	male		Chromosome	2024-09-20	JAGYVQ02	71
HG03139_haplotype2_hprc_rel2_verkko2_supp	GCA_056717195.1		Homo sapiens					HG03139	male		Chromosome	2026-04-14	JBVUGJ01	63
HG01981_haplotype1_hprc_rel2_verkko2_supp	GCA_056697735.1		Homo sapiens					HG01981	female		Chromosome	2026-04-13	JBVUCU01	48
HG04228_haplotype2_hprc_rel2_verkko2_supp	GCA_056738995.1		Homo sapiens					HG04228	male		Chromosome	2026-04-15	JBVUIN01	86
NA18620_haplotype2_hprc_rel2_verkko2_supp	GCA_056739615.1		Homo sapiens					NA18620	male		Chromosome	2026-04-15	JBVUJP01	88
HG01258_mat_hprc_rel2_verkko2_supp	GCA_056700145.1		Homo sapiens					HG01258	male		Chromosome	2026-04-13	JBVUEL01	95
NA18570_hap2_hprc_f2	GCA_042034465.2		Homo sapiens					NA18570	female		Chromosome	2024-09-20	JBHDXO01	62
NA18952_haplotype1_hprc_rel2_verkko2_supp	GCA_056739375.1		Homo sapiens					NA18952	male		Chromosome	2026-04-15	JBVUJI01	43
NA19700_hap1_hprc_f2	GCA_042077085.1		Homo sapiens					NA19700	male		Chromosome	2024-09-20	JBHIJE01	64
HG02698_haplotype2_hprc_rel2_verkko2_supp	GCA_056716515.1		Homo sapiens					HG02698	male		Chromosome	2026-04-14	JBVUEZ01	42
NA18879_hap1_hprc_f2	GCA_046000005.1		Homo sapiens					NA18879	male		Chromosome	2024-12-11	JBJUVM01	92
HG02953_haplotype1_hprc-hgsvc_rel2_verkko2_supp	GCA_057056525.1		Homo sapiens					HG02953	male		Chromosome	2026-04-29	JBWQGR01	84
NA18983_haplotype1_hprc_rel2_verkko2_supp	GCA_056739695.1		Homo sapiens					NA18983	male		Chromosome	2026-04-15	JBVUJU01	33
NA19650_mat_hprc-hgsvc_rel2_verkko2_supp	GCA_057055965.1		Homo sapiens					NA19650	male		Chromosome	2026-04-29	JBWQFQ01	35
HG01167_haplotype1_hprc_rel2_verkko2_supp	GCA_056667655.1		Homo sapiens					HG01167	male		Chromosome	2026-04-10	JBVTVV01	58
NA20282_haplotype2_hprc_rel2_verkko2_supp	GCA_056748585.1		Homo sapiens					NA20282	female		Chromosome	2026-04-16	JBVULB01	54
HG02109_haplotype1_hprc_rel2_verkko2_supp	GCA_056695975.1		Homo sapiens					HG02109	female		Chromosome	2026-04-13	JBVTZL01	143
HG00280_haplotype1_hprc_rel2_verkko2_supp	GCA_056669065.1		Homo sapiens					HG00280	male		Chromosome	2026-04-10	JBVTYL01	41
HG00321_haplotype1_hprc_rel2_verkko2_supp	GCA_056668935.1		Homo sapiens					HG00321	male		Chromosome	2026-04-10	JBVTYF01	35
NA18608_hap1_hprc_f2	GCA_042077625.1		Homo sapiens					NA18608	male		Chromosome	2024-09-20	JBHIJW01	61
NA19384_haplotype1_hprc-hgsvc_rel2_verkko2_supp	GCA_057056005.1		Homo sapiens					NA19384	male		Chromosome	2026-04-29	JBWQFR01	93
HG01243_haplotype1_hprc_rel2_verkko2_supp	GCA_056667535.1		Homo sapiens					HG01243	male		Chromosome	2026-04-10	JBVTVP01	42
HG01960_haplotype1_hprc_rel2_verkko2_supp	GCA_056697885.1		Homo sapiens					HG01960	female		Chromosome	2026-04-13	JBVUDC01	89
HG00321_hap2_hprc_f2	GCA_042076825.2		Homo sapiens					HG00321	male		Chromosome	2024-09-20	JBHIIZ01	56
NA18983_haplotype2_hprc_rel2_verkko2_supp	GCA_056739735.1		Homo sapiens					NA18983	male		Chromosome	2026-04-15	JBVUJV01	119
NA18608_haplotype1_hprc_rel2_verkko2_supp	GCA_056739135.1		Homo sapiens					NA18608	male		Chromosome	2026-04-15	JBVUIW01	35
HG03371_hap1	GCA_056690385.1		Homo sapiens					HG03371	male		Chromosome	2026-04-13	DBNCQD01	618
HG00658_mat_hprc_f2	GCA_042037715.2		Homo sapiens					HG00658	male		Chromosome	2024-09-20	JBHIHV01	57
HG00358_haplotype1_hprc-hgsvc_rel2_verkko2_supp	GCA_057056955.1		Homo sapiens					HG00358	male		Chromosome	2026-04-29	JBWQHN01	50
HG02165_hap2_hprc_f2	GCA_042032115.2		Homo sapiens					HG02165	female		Chromosome	2024-09-19	JBHDWX01	72
HG01346_haplotype2_hprc_rel2_verkko2_supp	GCA_056699705.1		Homo sapiens					HG01346	female		Chromosome	2026-04-13	JBVUEH01	63
HG00733_haplotype2_hprc_rel2_verkko2_supp	GCA_056668115.1		Homo sapiens					HG00733	female		Chromosome	2026-04-10	JBVTWU01	43
HG04187_pat_hprc_rel2_verkko2_supp	GCA_056739115.1		Homo sapiens					HG04187	male		Chromosome	2026-04-15	JBVUIS01	55
HG00272_haplotype1_hprc_rel2_verkko2_supp	GCA_056669105.1		Homo sapiens					HG00272	female		Chromosome	2026-04-10	JBVTYN01	42
HG01784_haplotype2_hprc_rel2_verkko2_supp	GCA_056698415.1		Homo sapiens					HG01784	female		Chromosome	2026-04-13	JBVUDV01	39
HG01786_haplotype1_hprc_rel2_verkko2_supp	GCA_056698275.1		Homo sapiens					HG01786	female		Chromosome	2026-04-13	JBVUDS01	55
HG00133_haplotype2_hprc_rel2_verkko2_supp	GCA_056669405.1		Homo sapiens					HG00133	female		Chromosome	2026-04-10	JBVTZC01	90
HG01928_mat_hprc_f2	GCA_018472695.3		Homo sapiens					HG01928	male		Chromosome	2024-09-20	JAGYVP02	70
HG03816_haplotype1_hprc_rel2_verkko2_supp	GCA_056738675.1		Homo sapiens					HG03816	female		Chromosome	2026-04-15	JBVUHY01	39
NA20799_hap1_hprc_f2	GCA_045523085.1		Homo sapiens					NA20799	female		Chromosome	2024-12-02	JBJKOE01	101
HG01884_haplotype1_hprc_rel2_verkko2_supp	GCA_056698245.1		Homo sapiens					HG01884	female		Chromosome	2026-04-13	JBVUDQ01	32
HG02554_haplotype2_hprc-hgsvc_rel2_verkko2_supp	GCA_057056585.1		Homo sapiens					HG02554	male		Chromosome	2026-04-29	JBWQGW01	68
NA19705_hap1	GCA_056689315.1		Homo sapiens					NA19705	male		Chromosome	2026-04-13	DBNCOJ01	824
HG03579_haplotype2_hprc_rel2_verkko2_supp	GCA_056717335.1		Homo sapiens					HG03579	male		Chromosome	2026-04-14	JBVUGP01	173
NA19347_haplotype1_hprc-hgsvc_rel2_verkko2_supp	GCA_057056015.1		Homo sapiens					NA19347	male		Chromosome	2026-04-29	JBWQFT01	52
NA18612_haplotype2_hprc_rel2_verkko2_supp	GCA_056751855.1		Homo sapiens					NA18612	male		Chromosome	2026-04-16	JBVUSZ01	271
NA20762_hap1_hprc_f2	GCA_046629215.1		Homo sapiens					NA20762	male		Chromosome	2025-01-14	JBKOQW01	32
NA20752_haplotype1_hprc_rel2_verkko2_supp	GCA_056748155.1		Homo sapiens					NA20752	male		Chromosome	2026-04-16	JBVUKW01	27
NA19776_hap2_hprc_f2	GCA_044165205.2		Homo sapiens					NA19776	female		Chromosome	2024-10-31	JBIRDC01	65
NA18565_haplotype2_hprc_rel2_verkko2_supp	GCA_056739255.1		Homo sapiens					NA18565	female		Chromosome	2026-04-15	JBVUIZ01	85
HG00639_haplotype1_hprc_rel2_verkko2_supp	GCA_056668375.1		Homo sapiens					HG00639	female		Chromosome	2026-04-10	JBVTXD01	44
HG03209_haplotype1_hprc_rel2_verkko2_supp	GCA_056749755.1		Homo sapiens					HG03209	male		Chromosome	2026-04-16	JBVULU01	86
HG01150_mat_hprc_f2	GCA_042037355.2		Homo sapiens					HG01150	female		Chromosome	2024-09-20	JBHIHJ01	55
HG00673_haplotype2_hprc_rel2_verkko2_supp	GCA_056668215.1		Homo sapiens					HG00673	male		Chromosome	2026-04-10	JBVTWY01	42
HG03130_haplotype2_hprc_rel2_verkko2_supp	GCA_056717255.1		Homo sapiens					HG03130	male		Chromosome	2026-04-14	JBVUGL01	70
HG03195_haplotype2_hprc_rel2_verkko2_supp	GCA_056717155.1		Homo sapiens					HG03195	female		Chromosome	2026-04-14	JBVUGH01	57
HG04115_mat_hprc_rel2_verkko2_supp	GCA_056738835.1		Homo sapiens					HG04115	male		Chromosome	2026-04-15	JBVUIH01	169
HG02056_mat_hprc_rel2_verkko2_supp	GCA_056751055.1		Homo sapiens					HG02056	male		Chromosome	2026-04-16	JBVUMN01	46
HG03704_haplotype1_hprc_rel2_verkko2_supp	GCA_056738475.1		Homo sapiens					HG03704	female		Chromosome	2026-04-15	JBVUHQ01	50
HG02514_mat_hprc_f2	GCA_045524175.2		Homo sapiens					HG02514	male		Chromosome	2024-12-02	JBJKOJ01	68
HG03139_hap2_hprc_f2	GCA_043304535.2		Homo sapiens					HG03139	male		Chromosome	2024-10-17	JBIEBY01	67
HG00658_mat_hprc_rel2_verkko2_supp	GCA_056668275.1		Homo sapiens					HG00658	male		Chromosome	2026-04-10	JBVTXA01	64
HG00558_haplotype2_hprc_rel2_verkko2_supp	GCA_056668485.1		Homo sapiens					HG00558	female		Chromosome	2026-04-10	JBVTXM01	110
NA21144_hap2_hprc_f2	GCA_044165025.2		Homo sapiens					NA21144	female		Chromosome	2024-10-31	JBIRDG01	75
NA19087_hap2_hprc_f2	GCA_042034505.2		Homo sapiens					NA19087	female		Chromosome	2024-09-20	JBHDXQ01	72
HG02984_pat_hprc_f2	GCA_045524125.1		Homo sapiens					HG02984	male		Chromosome	2024-12-02	JBJKOM01	70
HG01261_haplotype2_hprc_rel2_verkko2_supp	GCA_056699755.1		Homo sapiens					HG01261	male		Chromosome	2026-04-13	JBVUEJ01	41
HG01530_haplotype1_hprc_rel2_verkko2_supp	GCA_056698595.1		Homo sapiens					HG01530	male		Chromosome	2026-04-13	JBVUDW01	32
HG00320_haplotype2_hprc_rel2_verkko2_supp	GCA_056668955.1		Homo sapiens					HG00320	female		Chromosome	2026-04-10	JBVTYI01	34
HG03239_haplotype2_hprc_rel2_verkko2_supp	GCA_056749705.1		Homo sapiens					HG03239	female		Chromosome	2026-04-16	JBVULT01	46
HG02965_hap1_hprc_f2	GCA_042032535.1		Homo sapiens					HG02965	male		Chromosome	2024-09-19	JBHDWQ01	95
HG00235_hap2_hprc_f2	GCA_044165735.2		Homo sapiens					HG00235	female		Chromosome	2024-10-31	JBIREE01	60
NA19331_haplotype2_hprc-hgsvc_rel2_verkko2_supp	GCA_057056075.1		Homo sapiens					NA19331	male		Chromosome	2026-04-29	JBWQFW01	41
NA19705_hap2	GCA_056689255.1		Homo sapiens					NA19705	male		Chromosome	2026-04-13	DBNCOK01	36
HG01361_haplotype1_hprc_rel2_verkko2_supp	GCA_056699355.1		Homo sapiens					HG01361	female		Chromosome	2026-04-13	JBVUEC01	88
HG03369_haplotype1_hprc_rel2_verkko2_supp	GCA_056717435.1		Homo sapiens					HG03369	female		Chromosome	2026-04-14	JBVUGU01	51
HG02809_haplotype2_hprc_rel2_verkko2_supp	GCA_056716765.1		Homo sapiens					HG02809	female		Chromosome	2026-04-14	JBVUFN01	71
HG02451_haplotype2_hprc_rel2_verkko2_supp	GCA_056697535.1		Homo sapiens					HG02451	female		Chromosome	2026-04-13	JBVUBY01	66
HG00642_haplotype1_hprc_rel2_verkko2_supp	GCA_056668295.1		Homo sapiens					HG00642	male		Chromosome	2026-04-10	JBVTXB01	47
HG00099_haplotype2_hprc_rel2_verkko2_supp	GCA_056669555.1		Homo sapiens					HG00099	female		Chromosome	2026-04-10	JBVTZI01	31
HG03834_haplotype2_hprc_rel2_verkko2_supp	GCA_056738585.1		Homo sapiens					HG03834	female		Chromosome	2026-04-15	JBVUHV01	43
HG02965_hap2_hprc_f2	GCA_042031845.2		Homo sapiens					HG02965	male		Chromosome	2024-09-19	JBHDWR01	73
HG00639_haplotype2_hprc_rel2_verkko2_supp	GCA_056668355.1		Homo sapiens					HG00639	female		Chromosome	2026-04-10	JBVTXE01	40
HG00097_haplotype1_hprc_rel2_verkko2_supp	GCA_056695735.1		Homo sapiens					HG00097	female		Chromosome	2026-04-13	JBVTVL01	40
HG01358_pat_hprc_f2	GCA_018469965.2		Homo sapiens					HG01358	male		Chromosome	2024-09-20	JAGYZB02	83
HG02145_haplotype1_hprc_rel2_verkko2_supp	GCA_056750195.1		Homo sapiens					HG02145	male		Chromosome	2026-04-16	JBVUMW01	73
NA18879_haplotype1_hprc_rel2_verkko2_supp	GCA_056739455.1		Homo sapiens					NA18879	male		Chromosome	2026-04-15	JBVUJK01	62
HG02572_haplotype1_hprc_rel2_verkko2_supp	GCA_056716415.1		Homo sapiens					HG02572	male		Chromosome	2026-04-14	JBVUEU01	54
HG03516_pat_hprc_f2	GCA_018469425.2		Homo sapiens					HG03516	female		Chromosome	2024-09-20	JAGYYS02	74
HG02451_haplotype1_hprc_rel2_verkko2_supp	GCA_056697495.1		Homo sapiens					HG02451	female		Chromosome	2026-04-13	JBVUBX01	36
HG02668_pat_hprc_rel2_verkko2_supp	GCA_056716535.1		Homo sapiens					HG02668	male		Chromosome	2026-04-14	JBVUFA01	76
HG02145_haplotype2_hprc_rel2_verkko2_supp	GCA_056750335.1		Homo sapiens					HG02145	male		Chromosome	2026-04-16	JBVUMX01	90
HG01934_haplotype2_hprc_rel2_verkko2_supp	GCA_056698035.1		Homo sapiens					HG01934	male		Chromosome	2026-04-13	JBVUDL01	84
NA19347_hap2	GCA_056689445.1		Homo sapiens					NA19347	male		Chromosome	2026-04-13	DBNCOS01	45
HG01192_haplotype1_hprc_rel2_verkko2_supp	GCA_056667595.1		Homo sapiens					HG01192	male		Chromosome	2026-04-10	JBVTVR01	68
ASM4633202v1	GCA_046332025.1		Homo sapiens					NA18982	male		Chromosome	2024-12-27	JBKABS01	49
HG01934_pat_hprc_f2	GCA_042038875.1		Homo sapiens					HG01934	male		Chromosome	2024-09-20	JBHIIA01	103
HG00140_haplotype2_hprc_rel2_verkko2_supp	GCA_056669355.1		Homo sapiens					HG00140	male		Chromosome	2026-04-10	JBVTZA01	35
HG00558_pat_hprc_f2	GCA_042037725.1		Homo sapiens					HG00558	female		Chromosome	2024-09-20	JBHIHC01	113
NA21144_hap1_hprc_f2	GCA_044164725.1		Homo sapiens					NA21144	female		Chromosome	2024-10-31	JBIRDF01	80
NA21144_haplotype1_hprc_rel2_verkko2_supp	GCA_056749635.1		Homo sapiens					NA21144	female		Chromosome	2026-04-16	JBVULO01	59
HG01255_mat_hprc_f2	GCA_042028895.2		Homo sapiens					HG01255	male		Chromosome	2024-09-19	JBHDTC01	62
NA21144_haplotype2_hprc_rel2_verkko2_supp	GCA_056749645.1		Homo sapiens					NA21144	female		Chromosome	2026-04-16	JBVULP01	51
HG01457_haplotype2_hprc-hgsvc_rel2_verkko2_supp	GCA_057056835.1		Homo sapiens					HG01457	male		Chromosome	2026-04-29	JBWQHI01	39
NA20509_haplotype1_hprc-hgsvc_rel2_verkko2_supp	GCA_057055865.1		Homo sapiens					NA20509	male		Chromosome	2026-04-29	JBWQFL01	113
HG00133_haplotype1_hprc_rel2_verkko2_supp	GCA_056669415.1		Homo sapiens					HG00133	female		Chromosome	2026-04-10	JBVTZB01	43
NA18976_haplotype1_hprc_rel2_verkko2_supp	GCA_056739725.1		Homo sapiens					NA18976	female		Chromosome	2026-04-15	JBVUJW01	38
HG02965_haplotype1_hprc_rel2_verkko2_supp	GCA_056751745.1		Homo sapiens					HG02965	male		Chromosome	2026-04-16	JBVUNI01	84
NA19036_haplotype1_hprc_rel2_verkko2_supp	GCA_056739635.1		Homo sapiens					NA19036	female		Chromosome	2026-04-15	JBVUJS01	40
HG00323_hap2_hprc_f2	GCA_042031775.2		Homo sapiens					HG00323	female		Chromosome	2024-09-19	JBHDWN01	83
NA18747_haplotype1_hprc_rel2_verkko2_supp	GCA_056739515.1		Homo sapiens					NA18747	male		Chromosome	2026-04-15	JBVUJM01	39
HG02486_mat_hprc_f2	GCA_018467015.3		Homo sapiens					HG02486	male		Chromosome	2024-09-20	JAGYVL02	57
NA20799_hap2_hprc_f2	GCA_045524135.2		Homo sapiens					NA20799	female		Chromosome	2024-12-02	JBJKOF01	67
NA18989_haplotype2_hprc-hgsvc_rel2_verkko2_supp	GCA_057056165.1		Homo sapiens					NA18989	male		Chromosome	2026-04-29	JBWQGC01	48
HG03098_haplotype1_hprc_rel2_verkko2_supp	GCA_056749785.1		Homo sapiens					HG03098	female		Chromosome	2026-04-16	JBVULW01	78
NA18974_hap1_hprc_f2	GCA_042077575.1		Homo sapiens					NA18974	male		Chromosome	2024-09-20	JBHIJQ01	118
HG03041_mat_hprc_f2	GCA_042037625.2		Homo sapiens					HG03041	female		Chromosome	2024-09-20	JBHIHR01	63
HG02523_pat_hprc_f2	GCA_042030115.1		Homo sapiens					HG02523	female		Chromosome	2024-09-19	JBHDTT01	105
NA19239_haplotype1_hprc-hgsvc_rel2_verkko2_supp	GCA_057056175.1		Homo sapiens					NA19239	male		Chromosome	2026-04-29	JBWQFZ01	49
NA19239_hap2	GCA_056689605.1		Homo sapiens					NA19239	male		Chromosome	2026-04-13	DBNCPA01	61
ASM4633236v1	GCA_046332365.1		Homo sapiens					NA18945	male		Chromosome	2024-12-27	JBKACF01	52
HG02559_haplotype1_hprc_rel2_verkko2_supp	GCA_056716445.1		Homo sapiens					HG02559	female		Chromosome	2026-04-14	JBVUEW01	57
HG03371_pat_hprc-hgsvc_rel2_verkko2_supp	GCA_057056325.1		Homo sapiens					HG03371	male		Chromosome	2026-04-29	JBWQGJ01	70
HG02841_haplotype1_hprc_rel2_verkko2_supp	GCA_056716715.1		Homo sapiens					HG02841	female		Chromosome	2026-04-14	JBVUFK01	74
HG02583_haplotype1_hprc_rel2_verkko2_supp	GCA_056716295.1		Homo sapiens					HG02583	female		Chromosome	2026-04-14	JBVUES01	37
HG01784_haplotype1_hprc_rel2_verkko2_supp	GCA_056698425.1		Homo sapiens					HG01784	female		Chromosome	2026-04-13	JBVUDU01	44
